Month,Demand,Supply,Waste_Generation,Pricing,Economic_Growth_Rate,Resource_Availability,Energy_Prices
1/1/2024,1049.6714153011233,1165.9625127365346,54.08052846836756,18.183699809153197,2.669487472686253,1100.6440752243195,66.53521497734393
1/2/2024,986.1735698828816,872.6137082664546,55.50797572273663,9.110908733070769,2.7425306467833637,1105.7094569460387,75.14140211708072
1/3/2024,1064.7688538100692,1326.4087107720097,54.44773807831595,9.955852838799968,2.7716511924883767,1091.855971790068,74.24087995396927
1/4/2024,1152.3029856408025,1187.5147657981631,41.743463171978576,7.670668987423748,3.1694967569047097,1105.704860860797,71.61333384738678
1/5/2024,976.5846625276664,1029.4121059693935,51.49363482271189,15.604565910016841,3.2281247442642664,1109.9441452820759,66.69114384
1/6/2024,976.5863043,1132.8184677935656,53.641402960546614,19.936247677232146,1.477671730378419,1112.2055060393122,69.29783710169646
1/7/2024,1157.9212815507392,1242.9037012402644,50.07178466907942,12.417538931367467,3.510817606913804,1120.135542946487,59.29784890896145
1/8/2024,1076.7434729152908,1269.7139680022776,29.135223416289154,10.60575048383941,3.718184017121877,1102.440984435024,71.19885457787618
1/9/2024,953.0525614065048,1046.1211861867785,51.60489624,10.403212411485208,2.474906731319165,1102.7391108684717,71.83579595338755
1/10/2024,1054.2560043585966,1012.3903981625309,72.12531039397243,-1.674823418,2.5138508776325827,1084.7682753582615,70.76618130583317
1/11/2024,953.6582307187538,1057.883759499669,46.39960731243017,13.999877128441632,2.774873306110864,1094.6858859886158,55.24311826634423
1/12/2024,953.4270246429743,831.8680935,42.719229021446786,10.972367167698515,2.6219979902716974,1098.069179259934,63.792431809638664
1/13/2024,1024.1962271566035,1090.480183023082,53.73348559711398,12.470657621724678,3.111963436973303,1110.5031955227635,66.39112403312511
1/14/2024,808.6719755342202,853.6874769375511,53.123782104665715,6.799048678704284,2.026737356820568,1093.8899887591037,71.60083852559436
1/15/2024,827.5082167486967,846.2906881578157,61.92735165416414,8.461487534939103,2.441036196,1107.9634001974882,71.60020330014474
1/16/2024,943.7712470759027,974.4906203600631,37.42131844091112,8.356059528,3.7695986000874537,1099.9837828303662,69.31335472435462
1/17/2024,898.7168879665576,666.4395311419116,57.31380252574992,15.546711411593265,2.535890016325991,1098.2283188488523,73.35166627951102
1/18/2024,1031.4247332595273,999.1159970983831,55.904220612514635,8.572209588914358,3.6217141390514627,1102.4889396913325,65.05519163225743
1/19/2024,909.1975924,973.1243276190462,48.57853463059454,20.906722663180567,3.1776690977950683,1096.0884362774716,73.24854344952261
1/20/2024,858.7696298664708,932.7480886660809,53.38687318,12.675145428408522,2.095366142705871,1095.7096275190734,72.58204385753278
1/21/2024,1146.5648768921553,1042.4136057532617,60.29457481598357,4.169832314056429,3.317664597608103,1082.9521409420988,72.10707191
1/22/2024,977.4223699513465,1217.2785460810514,58.72315380028451,9.932926428477058,2.9411663489035735,1097.520457926721,69.32006100246646
1/23/2024,1006.7528204687924,926.8265932366172,38.569806879262714,7.3446945646565185,2.7722664718751298,1095.2003185385126,79.39494719433175
1/24/2024,857.5251813786543,1052.9437614576648,58.20158186755484,-0.341429893,3.122478546586002,1094.8401901065092,72.71817142490553
1/25/2024,945.5617275474817,1059.6408818282343,49.353113949674814,18.655249437411054,3.237316742783396,1104.1687306259005,65.42147857846903
1/26/2024,1011.0922589709866,964.1581625,50.72874098015515,14.201019728643878,3.353795911,1106.586319527905,71.51565018569747
1/27/2024,884.9006422577697,1201.1972761491966,50.73196991001694,13.378755887742178,3.589126423774001,1102.3219450464233,74.04750460466934
1/28/2024,1037.5698018345672,908.5242770710952,48.49757011,11.56714988044589,3.2040679563891783,1109.9541519044947,67.35550964
1/29/2024,939.9361310081194,1127.8092570496196,61.91707497107065,3.857456016186935,2.312182955606819,1105.7556192583036,75.75337877851514
1/30/2024,970.8306250206723,1170.917972727119,49.16282040150788,8.376870442573694,2.7631772711744045,1097.0494381019437,72.22815098472041
1/31/2024,939.8293387770603,889.2363074155636,38.80453871616831,15.031272294972696,4.4715241676343105,1095.3714371428562,58.61655568009432
2/1/2024,1185.2278184508937,1444.097613460543,46.06470144030271,5.593680552841873,3.362245530190864,1103.1282223676685,71.83827216739138
2/2/2024,998.6502775262067,1011.1433003363637,51.78694716810475,-1.781653599,4.184643650405748,1105.737671099019,68.32073142091888
2/3/2024,894.2289071044099,987.5329514963885,62.29214784297051,9.769075224253264,3.6977170410995925,1113.978443070315,73.04774117797184
2/4/2024,1082.254491210319,1171.3027670260021,56.03094684948834,10.223229773721956,3.1209010357778744,1111.911730449401,75.09388121880293
2/5/2024,877.9156350028977,907.7693237823155,41.49464721252956,11.63724690663495,3.1507035348905585,1094.5852699349284,71.35958216553365
2/6/2024,1020.8863595004756,1192.5076004744428,74.85189916678891,14.629435322835839,2.981709980061577,1098.9799371987274,78.72099801182874
2/7/2024,804.0329876120225,973.0562956948544,52.64775311,14.202283447120957,2.131097692,1106.7101780491778,69.51216733156848
2/8/2024,867.1813951101569,654.9015991244298,62.753907379990146,12.335515692886274,3.009023626234112,1110.6799777805898,73.54075578193604
2/9/2024,1019.6861235869123,1265.3371600186351,48.482855664227706,17.04673588780197,3.6053372762710985,1109.389694687048,74.45234444713411
2/10/2024,1073.846657999541,874.4728598,55.33359244705449,3.501642324003602,2.700180002589398,1099.3612216716865,69.95186665
2/11/2024,1017.1368281189971,1222.0187587702458,58.39468504518405,13.646812581158882,3.205976499530905,1087.4597734757149,74.34343294339767
2/12/2024,988.4351718,1207.4409422853134,62.18194711754256,14.284007606158397,3.425795522946599,1090.010636237544,67.48716137997863
2/13/2024,969.8896304410712,856.2446659087914,60.57368305378225,4.98091664,2.5451597803437624,1102.726335143194,68.35864913296409
2/14/2024,852.1478009632573,840.5256577700695,58.721970000729776,3.691787307465246,2.774348567828168,1103.4222557942435,63.92001268866932
2/15/2024,928.0155791605291,812.1598788876388,46.849132688058916,7.503841999,2.4910442547614204,1089.0132062656562,71.70046663448181
